code,num_gap_segments_norm,av_gap_segment_length,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_four_plus,num_unique_gaps,num_unique_gaps_norm,avg_unique_gap_length,gaps_1seq_len1,gaps_2seq_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_1seq_len4plus,gaps_2seq_len4plus,gaps_all_except_1_len1,gaps_all_except_1_len2,gaps_all_except_1_len3,gaps_all_except_1_len4plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,single_char_count,double_char_count,seq_max_len,seq_min_len
'PRANK_b0#0082_htT_tree_79_OP_0.31530635882700037_Split_82.fasta', 101.929, 12.153, 13.643, 11.7, 4.1, 72.486, 236, 3.371, 24.042, 26, 5, 15, 3, 16, 4, 179, 37, 1, 0, 0, 0, 5, 6, 21, 1032, 4132, 1587, 280, 107
'PRANK_b0#0082_htT_tree_87_OP_0.47649784315417915_Split_82.fasta', 114.714, 11.609, 19.929, 13.629, 9.257, 71.9, 309, 4.414, 23.097, 35, 9, 25, 7, 24, 8, 225, 47, 1, 0, 0, 0, 3, 6, 11, 1062, 5252, 1697, 280, 107
'PRANK_b0#0082_thT_tree_45_OP_0.007558607743264889_Split_82.fasta', 73.957, 15.221, 8.614, 8.343, 3.9, 53.1, 107, 1.529, 36.383, 13, 1, 4, 2, 8, 1, 82, 19, 1, 1, 0, 0, 6, 9, 22, 931, 1895, 1270, 280, 107
'PRANK_b0#0082_thT_tree_71_OP_0.09103776660177854_Split_82.fasta', 87.829, 13.045, 14.914, 9.057, 3.686, 60.171, 150, 2.143, 30.7, 14, 1, 13, 1, 9, 1, 114, 18, 1, 1, 0, 0, 5, 15, 18, 946, 2912, 1790, 280, 107
'PRANK_b0#0082_thT_tree_79_OP_0.31530635882700037_Split_82.fasta', 102.686, 11.976, 14.4, 10.857, 4.929, 72.5, 235, 3.357, 23.851, 24, 5, 16, 4, 17, 4, 178, 35, 1, 0, 0, 0, 5, 6, 21, 1023, 4252, 1529, 280, 107
'PRANK_b0#0082_thT_tree_87_OP_0.47649784315417915_Split_82.fasta', 114.757, 11.605, 21.429, 12.714, 9.271, 71.343, 305, 4.357, 22.652, 35, 8, 23, 7, 24, 7, 223, 49, 1, 0, 0, 0, 3, 6, 11, 1062, 5315, 1746, 280, 107
'PRANK_b0#0082_ttH_tree_45_OP_0.007558607743264889_Split_82.fasta', 72.229, 15.669, 7.729, 8.329, 4.8, 51.371, 110, 1.571, 36.773, 13, 1, 4, 2, 7, 1, 86, 18, 1, 1, 0, 0, 6, 9, 23, 937, 1695, 1197, 280, 107
'PRANK_b0#0082_ttH_tree_71_OP_0.09103776660177854_Split_82.fasta', 88.0, 13.019, 14.957, 9.957, 4.586, 58.5, 150, 2.143, 30.46, 14, 3, 15, 1, 9, 0, 112, 20, 1, 1, 0, 0, 5, 15, 18, 945, 2933, 1713, 280, 107
'PRANK_b0#0083_hhH_tree_31_OP_0.34547449981977224_Split_83.fasta', 98.357, 12.777, 15.5, 8.543, 6.686, 67.629, 255, 3.643, 25.318, 30, 6, 28, 2, 14, 0, 183, 34, 1, 0, 0, 1, 5, 8, 12, 1029, 3528, 1771, 280, 107
'PRANK_b0#0083_hhT_tree_31_OP_0.34547449981977224_Split_83.fasta', 98.071, 12.763, 14.029, 6.086, 8.386, 69.571, 255, 3.643, 24.871, 32, 5, 27, 2, 16, 0, 180, 34, 1, 0, 0, 1, 5, 8, 12, 1028, 3631, 1641, 280, 107
'PRANK_b0#0083_htT_tree_31_OP_0.34547449981977224_Split_83.fasta', 98.229, 12.743, 12.271, 8.571, 7.514, 69.871, 253, 3.614, 25.047, 35, 6, 23, 4, 14, 0, 181, 34, 1, 0, 0, 1, 5, 8, 12, 1028, 3628, 1682, 280, 107
'PRANK_b0#0083_ttH_tree_31_OP_0.34547449981977224_Split_83.fasta', 97.571, 12.849, 13.757, 8.6, 6.657, 68.557, 252, 3.6, 24.865, 31, 8, 25, 3, 14, 1, 182, 35, 1, 0, 0, 1, 5, 8, 12, 1033, 3645, 1549, 280, 107
'PRANK_b0#0087_hhT_tree_55_OP_0.1825662065880233_Split_87.fasta', 87.7, 13.532, 17.414, 9.586, 6.7, 54.0, 202, 2.886, 28.807, 21, 5, 19, 2, 12, 0, 150, 18, 1, 0, 0, 0, 3, 10, 15, 984, 3056, 1458, 280, 107
'PRANK_b0#0087_htH_tree_55_OP_0.1825662065880233_Split_87.fasta', 88.5, 13.375, 19.029, 9.586, 5.557, 54.329, 197, 2.814, 28.655, 19, 4, 18, 2, 10, 0, 150, 22, 1, 0, 0, 0, 3, 10, 15, 978, 3173, 1487, 280, 107
'PRANK_b0#0087_thH_tree_55_OP_0.1825662065880233_Split_87.fasta', 89.314, 13.253, 19.057, 9.457, 6.457, 54.343, 194, 2.771, 28.845, 20, 3, 17, 3, 9, 1, 148, 19, 1, 0, 0, 0, 3, 10, 15, 978, 3176, 1549, 280, 107
'PRANK_b0#0087_thT_tree_55_OP_0.1825662065880233_Split_87.fasta', 87.643, 13.54, 18.229, 9.614, 5.843, 53.957, 203, 2.9, 28.586, 22, 4, 22, 1, 12, 0, 147, 20, 1, 0, 0, 0, 3, 10, 15, 984, 3010, 1542, 280, 107
'PRANK_b0#0091_htH_tree_62_OP_0.39074957425316376_Split_91.fasta', 104.286, 12.453, 23.157, 8.729, 5.871, 66.529, 264, 3.771, 24.375, 28, 1, 27, 2, 19, 6, 190, 35, 1, 0, 0, 0, 5, 4, 15, 1074, 4387, 1616, 280, 107
'PRANK_b0#0091_thH_tree_62_OP_0.39074957425316376_Split_91.fasta', 103.529, 12.409, 21.629, 8.657, 5.357, 67.886, 263, 3.757, 24.536, 29, 1, 25, 2, 18, 8, 191, 33, 1, 0, 0, 0, 5, 4, 15, 1058, 4287, 1709, 280, 107
'PRANK_b0#0091_thT_tree_62_OP_0.39074957425316376_Split_91.fasta', 105.857, 12.212, 22.8, 8.814, 7.686, 66.557, 253, 3.614, 25.53, 22, 3, 25, 2, 19, 7, 187, 36, 1, 0, 0, 0, 5, 4, 15, 1066, 4635, 1449, 280, 107
'PRANK_b0#0091_ttT_tree_62_OP_0.39074957425316376_Split_91.fasta', 104.9, 12.295, 23.643, 9.743, 5.443, 66.071, 254, 3.629, 24.839, 23, 2, 26, 2, 19, 5, 186, 36, 1, 0, 0, 0, 5, 4, 15, 1065, 4524, 1616, 280, 107
'PRANK_b0#0093_hhH_tree_58_OP_0.09753314308212935_Split_93.fasta', 84.986, 13.246, 12.829, 9.071, 6.143, 56.943, 135, 1.929, 26.296, 13, 2, 9, 3, 10, 1, 103, 25, 1, 1, 0, 0, 6, 10, 21, 941, 2873, 1274, 280, 107
'PRANK_b0#0093_hhT_tree_58_OP_0.09753314308212935_Split_93.fasta', 90.114, 12.814, 15.229, 9.129, 5.886, 59.871, 132, 1.886, 28.03, 13, 2, 8, 3, 10, 1, 101, 27, 1, 1, 0, 0, 6, 11, 21, 985, 3342, 1399, 280, 107
'PRANK_b0#0093_htH_tree_58_OP_0.09753314308212935_Split_93.fasta', 85.886, 13.119, 11.029, 9.086, 6.1, 59.671, 134, 1.914, 26.716, 14, 3, 10, 3, 8, 1, 102, 25, 1, 1, 0, 0, 6, 10, 20, 940, 2882, 1325, 280, 107
'PRANK_b0#0093_htT_tree_58_OP_0.09753314308212935_Split_93.fasta', 90.171, 12.806, 16.943, 8.271, 6.0, 58.957, 135, 1.929, 27.422, 12, 1, 9, 2, 11, 1, 103, 27, 1, 1, 0, 0, 7, 10, 21, 985, 3403, 1278, 280, 107
'PRANK_b0#0094_htH_tree_73_OP_0.440440603840817_Split_94.fasta', 110.743, 12.107, 18.586, 12.671, 7.686, 71.8, 266, 3.8, 24.237, 34, 7, 27, 5, 18, 3, 187, 45, 1, 0, 0, 0, 4, 8, 15, 1059, 4837, 1898, 280, 107
'PRANK_b0#0094_htT_tree_73_OP_0.440440603840817_Split_94.fasta', 107.6, 12.414, 17.629, 12.914, 9.686, 67.371, 266, 3.8, 24.124, 34, 9, 30, 3, 15, 4, 187, 47, 1, 0, 0, 0, 4, 8, 16, 1056, 4633, 1874, 280, 107
'PRANK_b0#0094_ttH_tree_73_OP_0.440440603840817_Split_94.fasta', 111.457, 12.029, 19.9, 12.129, 8.457, 70.971, 266, 3.8, 24.053, 33, 7, 23, 7, 20, 2, 190, 43, 1, 0, 0, 0, 4, 8, 15, 1059, 4876, 1857, 280, 107
'PRANK_b0#0094_ttT_tree_73_OP_0.440440603840817_Split_94.fasta', 107.414, 12.426, 17.286, 11.9, 7.814, 70.414, 264, 3.771, 23.837, 35, 6, 31, 4, 22, 2, 176, 48, 1, 0, 0, 0, 4, 8, 17, 1057, 4637, 1853, 280, 107
'PRANK_b0#0097_hhH_tree_75_OP_0.3695753106569506_Split_97.fasta', 106.271, 12.108, 18.957, 9.9, 6.343, 71.071, 235, 3.357, 25.57, 27, 8, 23, 5, 13, 0, 172, 39, 1, 0, 0, 0, 4, 6, 21, 1046, 4402, 1948, 280, 107
'PRANK_b0#0097_hhT_tree_94_OP_0.03257401556466255_Split_97.fasta', 77.343, 13.999, 12.071, 7.9, 3.771, 53.6, 111, 1.586, 34.18, 10, 5, 11, 0, 7, 1, 83, 18, 1, 1, 0, 1, 6, 12, 24, 880, 2536, 894, 280, 107
'PRANK_b0#0097_htH_tree_75_OP_0.3695753106569506_Split_97.fasta', 105.486, 12.226, 19.129, 8.986, 5.443, 71.929, 242, 3.457, 25.872, 28, 8, 21, 5, 12, 1, 181, 36, 1, 0, 0, 0, 4, 6, 21, 1052, 4280, 1838, 280, 107
'PRANK_b0#0097_thH_tree_75_OP_0.3695753106569506_Split_97.fasta', 103.757, 12.401, 19.757, 8.071, 5.614, 70.314, 243, 3.471, 25.214, 29, 8, 20, 5, 15, 2, 179, 35, 1, 0, 0, 0, 4, 6, 21, 1046, 4225, 1786, 280, 107
'PRANK_b0#0097_thH_tree_94_OP_0.03257401556466255_Split_97.fasta', 73.843, 14.662, 8.529, 7.943, 3.843, 53.529, 120, 1.714, 33.117, 13, 7, 10, 0, 9, 2, 88, 17, 1, 1, 0, 0, 5, 13, 25, 880, 2097, 1081, 280, 107
'PRANK_b0#0097_thT_tree_94_OP_0.03257401556466255_Split_97.fasta', 79.1, 13.688, 12.071, 7.9, 4.657, 54.471, 108, 1.543, 34.815, 10, 5, 11, 0, 6, 1, 81, 17, 1, 1, 0, 1, 6, 12, 24, 880, 2721, 832, 280, 107
'PRANK_b0#0097_ttT_tree_75_OP_0.3695753106569506_Split_97.fasta', 104.629, 12.269, 19.057, 7.857, 5.529, 72.186, 246, 3.514, 24.638, 30, 8, 19, 3, 12, 1, 185, 38, 1, 0, 0, 0, 4, 6, 21, 1044, 4222, 1731, 280, 107
'PRANK_b0#0097_ttT_tree_94_OP_0.03257401556466255_Split_97.fasta', 75.6, 14.322, 11.229, 7.886, 2.9, 53.586, 117, 1.671, 33.222, 10, 6, 10, 0, 8, 1, 89, 16, 1, 1, 0, 0, 5, 13, 26, 880, 2352, 957, 280, 107
'PRANK_b0#0098_hhH_tree_43_OP_0.21631800640479976_Split_98.fasta', 93.286, 12.753, 11.914, 9.814, 6.429, 65.129, 220, 3.143, 25.505, 21, 2, 16, 4, 20, 3, 163, 26, 1, 0, 0, 0, 3, 5, 16, 965, 3355, 1708, 280, 107
'PRANK_b0#0098_hhT_tree_43_OP_0.21631800640479976_Split_98.fasta', 89.986, 13.199, 9.086, 13.414, 5.686, 61.8, 224, 3.2, 25.522, 20, 3, 17, 4, 21, 2, 166, 27, 1, 0, 0, 0, 3, 5, 15, 959, 2955, 1767, 280, 107
'PRANK_b0#0098_htH_tree_1_OP_0.2222408454113426_Split_98.fasta', 91.286, 12.967, 20.457, 9.029, 3.129, 58.671, 201, 2.871, 28.0, 19, 5, 13, 6, 13, 2, 156, 27, 1, 0, 0, 0, 4, 5, 19, 948, 3215, 1853, 280, 107
'PRANK_b0#0098_htT_tree_1_OP_0.2222408454113426_Split_98.fasta', 92.443, 12.805, 19.257, 10.643, 3.257, 59.286, 195, 2.786, 28.728, 17, 4, 10, 6, 16, 1, 152, 30, 1, 0, 0, 0, 3, 7, 16, 946, 3284, 1890, 280, 107
'PRANK_b0#0098_htT_tree_43_OP_0.21631800640479976_Split_98.fasta', 90.086, 13.173, 9.143, 13.443, 5.671, 61.829, 227, 3.243, 25.251, 22, 4, 18, 5, 22, 1, 165, 25, 1, 0, 0, 0, 3, 6, 14, 961, 2962, 1771, 280, 107
'PRANK_b0#0098_thH_tree_1_OP_0.2222408454113426_Split_98.fasta', 90.029, 13.126, 15.857, 10.771, 4.057, 59.343, 204, 2.914, 27.186, 23, 2, 10, 6, 18, 3, 153, 31, 1, 0, 0, 0, 4, 6, 15, 941, 3247, 1587, 280, 107
'PRANK_b0#0098_ttH_tree_43_OP_0.21631800640479976_Split_98.fasta', 94.114, 12.652, 12.829, 9.829, 6.429, 65.029, 221, 3.157, 25.579, 21, 2, 17, 4, 20, 3, 163, 25, 1, 0, 0, 0, 3, 4, 16, 966, 3484, 1642, 280, 107
'PRANK_b0#0098_ttT_tree_1_OP_0.2222408454113426_Split_98.fasta', 91.686, 12.911, 18.614, 10.486, 3.257, 59.329, 197, 2.814, 28.442, 16, 4, 9, 6, 17, 1, 155, 30, 1, 0, 0, 0, 3, 6, 17, 946, 3246, 1817, 280, 107
'PRANK_b0#0099_hhT_tree_5_OP_0.01745253995019408_Split_99.fasta', 72.229, 15.239, 10.329, 2.786, 5.586, 53.529, 114, 1.629, 31.982, 9, 3, 10, 2, 10, 1, 85, 12, 1, 0, 0, 1, 4, 16, 27, 917, 2031, 912, 280, 107
'PRANK_b0#0099_htH_tree_5_OP_0.01745253995019408_Split_99.fasta', 73.014, 15.075, 11.214, 3.771, 5.571, 52.457, 114, 1.629, 33.544, 10, 2, 9, 3, 9, 1, 86, 10, 1, 0, 0, 0, 4, 16, 26, 917, 2200, 794, 280, 107
'PRANK_b0#0099_htT_tree_5_OP_0.01745253995019408_Split_99.fasta', 72.229, 15.239, 10.371, 2.8, 5.586, 53.471, 115, 1.643, 32.235, 9, 2, 11, 2, 10, 1, 85, 12, 1, 0, 0, 1, 4, 16, 26, 917, 2097, 846, 280, 107
'PRANK_b0#0099_ttH_tree_5_OP_0.01745253995019408_Split_99.fasta', 70.257, 15.667, 9.371, 3.0, 5.457, 52.429, 120, 1.714, 32.758, 12, 1, 10, 4, 9, 2, 89, 10, 1, 0, 0, 0, 4, 16, 26, 917, 2007, 733, 280, 107
'PRANK_b0#0107_hhH_tree_35_OP_0.35499063188854274_Split_107.fasta', 105.186, 12.157, 18.286, 9.071, 7.543, 70.286, 255, 3.643, 22.882, 28, 4, 25, 6, 20, 2, 182, 39, 1, 0, 0, 0, 4, 6, 18, 1043, 4210, 1910, 280, 107
'PRANK_b0#0107_hhH_tree_67_OP_0.0356814374168391_Split_107.fasta', 73.114, 14.959, 11.157, 6.443, 4.7, 50.814, 116, 1.657, 32.595, 12, 3, 9, 3, 7, 0, 88, 30, 1, 0, 0, 1, 5, 19, 16, 902, 2033, 1107, 280, 107
'PRANK_b0#0107_hhT_tree_67_OP_0.0356814374168391_Split_107.fasta', 75.757, 14.437, 12.043, 6.414, 6.486, 50.814, 109, 1.557, 30.936, 11, 3, 9, 3, 6, 0, 83, 29, 1, 0, 0, 1, 5, 19, 18, 902, 2200, 1249, 280, 107
'PRANK_b0#0107_htH_tree_35_OP_0.35499063188854274_Split_107.fasta', 104.329, 12.17, 16.5, 9.986, 7.514, 70.329, 253, 3.614, 22.984, 30, 4, 23, 7, 20, 2, 180, 37, 1, 0, 0, 0, 4, 6, 18, 1034, 4190, 1761, 280, 107
'PRANK_b0#0107_htT_tree_35_OP_0.35499063188854274_Split_107.fasta', 100.7, 12.629, 16.214, 8.186, 9.343, 66.957, 250, 3.571, 23.552, 27, 5, 21, 7, 22, 2, 180, 38, 1, 0, 0, 0, 4, 6, 17, 1035, 3843, 1749, 280, 107
'PRANK_b0#0107_htT_tree_67_OP_0.0356814374168391_Split_107.fasta', 75.729, 14.443, 12.029, 6.414, 6.486, 50.8, 109, 1.557, 30.954, 12, 3, 9, 3, 6, 0, 82, 28, 1, 0, 0, 1, 5, 19, 19, 902, 2218, 1229, 280, 107
'PRANK_b0#0107_thH_tree_67_OP_0.0356814374168391_Split_107.fasta', 73.986, 14.783, 10.286, 7.286, 5.614, 50.8, 114, 1.629, 34.184, 11, 4, 8, 3, 8, 1, 87, 27, 1, 0, 0, 1, 5, 19, 17, 902, 2089, 1234, 280, 107
'PRANK_b0#0107_ttT_tree_35_OP_0.35499063188854274_Split_107.fasta', 101.686, 12.516, 17.057, 8.229, 9.314, 67.086, 251, 3.586, 24.068, 27, 2, 26, 6, 18, 3, 180, 39, 1, 0, 0, 0, 4, 6, 18, 1036, 3970, 1754, 280, 107
'PRANK_b0#0108_hhH_tree_59_OP_0.4462142119645418_Split_108.fasta', 105.5, 12.651, 17.8, 7.414, 7.371, 72.914, 286, 4.086, 23.476, 41, 14, 28, 5, 19, 4, 198, 52, 0, 0, 0, 0, 5, 6, 13, 1080, 4247, 1677, 280, 107
'PRANK_b0#0108_htH_tree_59_OP_0.4462142119645418_Split_108.fasta', 107.8, 12.474, 18.443, 7.571, 7.314, 74.471, 291, 4.157, 24.715, 39, 12, 28, 7, 15, 7, 209, 48, 0, 0, 0, 0, 5, 6, 13, 1086, 4527, 1851, 280, 107
'PRANK_b0#0108_htT_tree_59_OP_0.4462142119645418_Split_108.fasta', 107.4, 12.418, 18.257, 9.286, 8.443, 71.414, 279, 3.986, 24.283, 38, 12, 25, 4, 18, 4, 198, 53, 0, 0, 0, 0, 5, 6, 13, 1079, 4446, 1891, 280, 107
'PRANK_b0#0108_thH_tree_59_OP_0.4462142119645418_Split_108.fasta', 108.686, 12.382, 17.786, 7.529, 9.043, 74.329, 291, 4.157, 23.649, 37, 13, 33, 3, 17, 5, 204, 51, 0, 0, 0, 0, 5, 6, 13, 1088, 4480, 1891, 280, 107
'PRANK_b0#0111_hhT_tree_6_OP_0.35816142256721034_Split_111.fasta', 108.857, 11.747, 19.929, 10.629, 6.429, 71.871, 226, 3.229, 27.181, 35, 3, 14, 4, 11, 7, 166, 43, 1, 0, 0, 0, 6, 9, 13, 1043, 4957, 1523, 280, 107
'PRANK_b0#0111_htH_tree_6_OP_0.35816142256721034_Split_111.fasta', 107.543, 12.039, 18.486, 11.643, 5.943, 71.471, 230, 3.286, 27.07, 38, 4, 12, 3, 15, 7, 165, 48, 1, 0, 0, 0, 6, 10, 12, 1059, 4730, 1508, 280, 107
'PRANK_b0#0111_thT_tree_6_OP_0.35816142256721034_Split_111.fasta', 107.357, 11.929, 18.357, 12.343, 6.386, 70.271, 228, 3.257, 26.89, 37, 8, 12, 3, 11, 6, 168, 43, 1, 0, 0, 0, 6, 9, 13, 1043, 4800, 1522, 280, 107
'PRANK_b0#0111_ttH_tree_6_OP_0.35816142256721034_Split_111.fasta', 109.271, 11.766, 18.429, 10.9, 6.829, 73.114, 228, 3.257, 27.149, 38, 2, 15, 4, 14, 7, 161, 42, 1, 0, 0, 0, 6, 10, 12, 1050, 4848, 1569, 280, 107
'PRANK_b0#0114_hhH_tree_36_OP_0.45100910683959744_Split_114.fasta', 110.029, 12.34, 14.729, 12.8, 7.329, 75.171, 272, 3.886, 24.779, 30, 12, 19, 4, 25, 3, 198, 43, 1, 0, 0, 0, 4, 4, 14, 1095, 5101, 1390, 280, 107
'PRANK_b0#0114_hhH_tree_50_OP_0.04425825519742932_Split_114.fasta', 78.057, 14.755, 13.886, 4.171, 4.714, 55.286, 127, 1.814, 37.276, 11, 2, 11, 1, 6, 2, 99, 19, 1, 0, 0, 0, 4, 11, 15, 944, 2311, 1218, 280, 107
'PRANK_b0#0114_hhH_tree_60_OP_0.4150100803274729_Split_114.fasta', 110.9, 11.584, 18.214, 11.729, 6.3, 74.657, 247, 3.529, 24.538, 28, 9, 27, 2, 13, 3, 179, 34, 1, 0, 0, 0, 5, 10, 11, 1070, 4932, 1402, 280, 107
'PRANK_b0#0114_hhT_tree_60_OP_0.4150100803274729_Split_114.fasta', 109.757, 11.678, 17.057, 12.714, 6.286, 73.7, 251, 3.586, 24.586, 29, 6, 26, 3, 13, 2, 183, 35, 1, 0, 0, 0, 5, 10, 10, 1066, 4924, 1380, 280, 107
'PRANK_b0#0114_htH_tree_60_OP_0.4150100803274729_Split_114.fasta', 111.943, 11.468, 19.414, 11.514, 5.5, 75.514, 245, 3.5, 24.755, 27, 7, 23, 1, 15, 3, 180, 37, 1, 0, 0, 0, 4, 10, 12, 1068, 5026, 1500, 280, 107
'PRANK_b0#0114_htT_tree_36_OP_0.45100910683959744_Split_114.fasta', 108.514, 12.576, 14.686, 11.357, 7.914, 74.557, 272, 3.886, 25.364, 28, 6, 22, 6, 23, 3, 199, 45, 1, 0, 0, 0, 3, 6, 12, 1102, 4863, 1605, 280, 107
'PRANK_b0#0114_htT_tree_50_OP_0.04425825519742932_Split_114.fasta', 81.414, 14.146, 15.586, 3.329, 5.6, 56.9, 115, 1.643, 39.417, 9, 2, 12, 1, 4, 2, 90, 20, 1, 0, 0, 0, 4, 11, 15, 945, 2684, 1152, 280, 107
'PRANK_b0#0114_thT_tree_50_OP_0.04425825519742932_Split_114.fasta', 80.571, 14.294, 15.586, 3.3, 4.686, 57.0, 117, 1.671, 39.513, 9, 2, 10, 1, 4, 2, 94, 20, 1, 0, 0, 0, 4, 11, 15, 945, 2557, 1281, 280, 107
'PRANK_b0#0114_ttH_tree_36_OP_0.45100910683959744_Split_114.fasta', 106.557, 12.723, 13.871, 12.786, 6.371, 73.529, 275, 3.929, 24.356, 29, 10, 20, 4, 24, 2, 202, 44, 1, 0, 0, 0, 4, 4, 13, 1093, 4684, 1508, 280, 107
'PRANK_b0#0114_ttT_tree_36_OP_0.45100910683959744_Split_114.fasta', 110.014, 12.423, 15.814, 11.586, 6.814, 75.8, 267, 3.814, 25.685, 26, 11, 21, 6, 23, 6, 197, 39, 1, 0, 0, 0, 3, 6, 14, 1111, 5113, 1429, 280, 107
'PRANK_b0#0114_ttT_tree_50_OP_0.04425825519742932_Split_114.fasta', 81.429, 14.144, 15.586, 3.314, 5.6, 56.929, 115, 1.643, 39.617, 9, 2, 11, 1, 4, 2, 91, 20, 1, 0, 0, 0, 4, 11, 16, 945, 2740, 1098, 280, 107
'PRANK_b0#0114_ttT_tree_60_OP_0.4150100803274729_Split_114.fasta', 111.3, 11.516, 17.771, 12.657, 6.371, 74.5, 248, 3.543, 24.327, 27, 4, 26, 3, 19, 2, 176, 36, 1, 0, 0, 0, 5, 9, 10, 1069, 4901, 1639, 280, 107
'PRANK_b0#0116_hhH_tree_29_OP_0.2366593050326784_Split_116.fasta', 101.9, 12.087, 19.086, 7.129, 3.929, 71.757, 210, 3.0, 24.648, 15, 4, 18, 3, 8, 3, 169, 23, 1, 0, 0, 0, 6, 8, 24, 1045, 4219, 1580, 280, 107
'PRANK_b0#0116_htT_tree_29_OP_0.2366593050326784_Split_116.fasta', 101.857, 12.063, 18.943, 8.986, 4.929, 69.0, 207, 2.957, 24.826, 17, 6, 19, 4, 9, 3, 162, 21, 1, 0, 0, 0, 6, 7, 23, 1039, 4206, 1589, 280, 107
'PRANK_b0#0116_thH_tree_29_OP_0.2366593050326784_Split_116.fasta', 101.029, 12.192, 18.457, 7.086, 3.0, 72.486, 213, 3.043, 24.854, 19, 7, 19, 1, 6, 3, 169, 21, 1, 0, 0, 0, 6, 8, 24, 1045, 4091, 1651, 280, 107
'PRANK_b0#0116_ttT_tree_29_OP_0.2366593050326784_Split_116.fasta', 101.043, 12.16, 16.529, 10.729, 4.914, 68.871, 207, 2.957, 24.884, 19, 7, 18, 3, 8, 3, 162, 21, 1, 0, 0, 0, 6, 7, 23, 1039, 4214, 1469, 280, 107
'PRANK_b0#0119_hhH_tree_69_OP_0.029157430315232213_Split_119.fasta', 79.314, 14.281, 15.486, 3.4, 6.5, 53.929, 107, 1.529, 42.374, 7, 1, 10, 1, 5, 2, 85, 17, 1, 0, 0, 0, 4, 11, 21, 947, 2532, 1018, 280, 107
'PRANK_b0#0119_htT_tree_69_OP_0.029157430315232213_Split_119.fasta', 77.557, 14.605, 13.943, 3.386, 6.5, 53.729, 109, 1.557, 41.055, 8, 1, 9, 1, 5, 2, 87, 15, 1, 0, 0, 0, 4, 10, 21, 947, 2590, 836, 280, 107
'PRANK_b0#0119_thT_tree_69_OP_0.029157430315232213_Split_119.fasta', 76.686, 14.771, 12.143, 4.3, 6.486, 53.757, 109, 1.557, 40.872, 9, 2, 10, 1, 4, 2, 86, 16, 1, 0, 0, 0, 4, 10, 22, 947, 2354, 1014, 280, 107
'PRANK_b0#0119_ttT_tree_69_OP_0.029157430315232213_Split_119.fasta', 76.629, 14.782, 12.843, 3.386, 6.5, 53.9, 112, 1.6, 40.518, 9, 1, 9, 1, 5, 2, 89, 15, 1, 0, 0, 0, 4, 10, 22, 947, 2410, 951, 280, 107
'PRANK_b0#0120_hhH_tree_34_OP_0.3369478557224796_Split_120.fasta', 105.771, 11.324, 18.6, 12.071, 7.129, 67.971, 233, 3.329, 24.129, 26, 6, 19, 7, 10, 4, 178, 36, 1, 0, 0, 0, 3, 10, 14, 945, 4642, 1572, 280, 107
'PRANK_b0#0120_hhT_tree_34_OP_0.3369478557224796_Split_120.fasta', 106.214, 11.276, 18.7, 10.443, 7.829, 69.243, 228, 3.257, 24.43, 29, 7, 21, 6, 13, 5, 165, 38, 1, 0, 0, 0, 3, 10, 14, 941, 4687, 1569, 280, 107
'PRANK_b0#0120_htH_tree_20_OP_0.4553796529450312_Split_120.fasta', 115.729, 11.438, 18.929, 14.457, 6.686, 75.657, 281, 4.014, 24.384, 31, 5, 25, 2, 17, 0, 208, 47, 1, 0, 0, 0, 3, 6, 11, 1079, 5107, 2005, 280, 107
'PRANK_b0#0120_thH_tree_20_OP_0.4553796529450312_Split_120.fasta', 117.429, 11.273, 19.914, 15.686, 8.171, 73.657, 276, 3.943, 24.946, 34, 5, 21, 2, 17, 0, 204, 50, 1, 0, 0, 0, 3, 6, 11, 1080, 5419, 1738, 280, 107
'PRANK_b0#0120_thT_tree_20_OP_0.4553796529450312_Split_120.fasta', 114.871, 11.41, 22.143, 14.414, 6.557, 71.757, 275, 3.929, 24.295, 30, 4, 16, 2, 23, 1, 206, 50, 1, 0, 0, 0, 4, 6, 11, 1071, 5306, 1657, 280, 107
'PRANK_b0#0120_thT_tree_34_OP_0.3369478557224796_Split_120.fasta', 106.686, 11.227, 18.714, 10.457, 7.786, 69.729, 229, 3.271, 24.144, 30, 6, 20, 8, 12, 3, 167, 39, 1, 0, 0, 0, 3, 10, 13, 939, 4641, 1733, 280, 107
'PRANK_b0#0120_ttT_tree_20_OP_0.4553796529450312_Split_120.fasta', 114.429, 11.446, 21.486, 12.857, 7.929, 72.157, 271, 3.871, 24.742, 29, 4, 23, 3, 20, 3, 199, 47, 1, 0, 0, 0, 4, 6, 10, 1069, 5134, 1839, 280, 107
'PRANK_b0#0120_ttT_tree_34_OP_0.3369478557224796_Split_120.fasta', 106.314, 11.303, 18.7, 10.186, 7.8, 69.629, 229, 3.271, 24.31, 28, 6, 22, 7, 13, 4, 166, 41, 1, 0, 0, 0, 3, 10, 15, 946, 4691, 1572, 280, 107
'PRANK_b0#0123_hhH_tree_47_OP_0.06224031551241854_Split_123.fasta', 79.386, 14.432, 16.657, 3.843, 4.657, 54.229, 130, 1.857, 32.146, 9, 1, 11, 1, 8, 2, 102, 14, 1, 0, 0, 1, 5, 10, 23, 961, 2282, 1465, 280, 107
