code,taxa_num,constant_sites_pct,n_unique_sites,pypythia_msa_difficulty,entropy_mean,entropy_median,entropy_var,entropy_pct_25,entropy_pct_75,entropy_min,entropy_max,av_gaps,msa_len,seq_max_len,seq_min_len,total_gaps,gaps_len_one,gaps_len_two,gaps_len_three,gaps_len_three_plus,avg_unique_gap,num_unique_gaps,gaps_1seq_len1,gaps_2seq_len1,gaps_all_except_1_len1,gaps_1seq_len2,gaps_2seq_len2,gaps_all_except_1_len2,gaps_1seq_len3,gaps_2seq_len3,gaps_all_except_1_len3,gaps_1seq_len3plus,gaps_2seq_len3plus,gaps_all_except_1_len3plus,num_cols_no_gaps,num_cols_1_gap,num_cols_2_gaps,num_cols_all_gaps_except1,msa_path,sp_score,normalized_sp_score,score
ADAMTS9,40,0.796126402,1598,-1,0.145293148,0.145293148,0.139423589,0,0,0,2.477324951,4.335590323,2943,1403,1217,15212,6482,2670,1292,4768,8.180043384,461,132,14,30,68,9,12,39,1,5,222,20,17,375,428,230,1392,/Users/kpolonsky/Downloads/TEST//MSAs//ADAMTS9_TRUE.fas,4720744.5,0.9995,0.0453
CCSER2,40,0.747311828,757,-1,0.151268215,0.151268215,0.112341255,0,0.116906849,0,2.098997266,4.298337007,1116,617,543,4991,2086,804,402,1699,6.8359375,128,45,6,12,12,1,3,13,2,1,58,4,6,245,171,57,413,/Users/kpolonsky/Downloads/TEST//MSAs//CCSER2_TRUE.fas,2235689,0.9941,0.0343
CASR,40,0.824902724,977,-1,0.120023866,0.120023866,0.116765635,0,0,0,2.427815976,3.98320255,1542,771,693,8156,3418,1481,764,2493,6.946902655,226,57,14,21,38,4,4,23,4,4,108,17,7,250,197,116,564,/Users/kpolonsky/Downloads/TEST//MSAs//CASR_TRUE.fas,2723930.5,0.9968,0.0395
DRP2,40,0.815508021,695,-1,0.110019308,0.110019308,0.0930858,0,0,0,2.222265947,3.910601266,1122,662,599,5056,2409,828,237,1582,6.218543046,151,50,6,17,26,1,9,18,2,0,57,5,6,297,182,63,393,/Users/kpolonsky/Downloads/TEST//MSAs//DRP2_TRUE.fas,2665823.5,1.0016,0.0218
TECTB,40,0.815104167,300,-1,0.12906757,0.12906757,0.136370398,0,0,0,2.375743239,2.972426471,384,258,197,2176,982,411,185,598,7.16,50,12,3,6,11,1,1,2,2,0,25,5,1,86,65,35,103,/Users/kpolonsky/Downloads/TEST//MSAs//TECTB_TRUE.fas,859043.5,0.9966,0.0277
NR4A2,40,0.918685121,280,-1,0.07839694,0.07839694,0.106049956,0,0,0,2.589791979,3.782009192,578,453,385,1523,738,198,2,585,4.45,40,20,4,10,4,0,2,2,0,0,14,4,5,293,70,18,105,/Users/kpolonsky/Downloads/TEST//MSAs//NR4A2_TRUE.fas,2012252,1.0007,0.0097
TXLNB,40,0.751683502,841,-1,0.174441083,0.174441083,0.153568314,0,0,0,2.235593769,4.848907867,1188,480,424,6089,2254,1055,671,2109,9.367021277,188,49,9,11,20,3,2,29,5,2,90,19,3,104,137,76,537,/Users/kpolonsky/Downloads/TEST//MSAs//TXLNB_TRUE.fas,1433335.5,0.993,0.0826
PPARGC1A,40,0.849297573,445,-1,0.076819846,0.076819846,0.06522461,0,0,0,1.885341681,3.590450572,783,551,495,2974,1504,519,303,648,5,65,28,4,11,12,3,7,6,1,1,19,2,9,326,103,41,207,/Users/kpolonsky/Downloads/TEST//MSAs//PPARGC1A_TRUE.fas,2243749.5,0.9989,0.0088
ERGIC1,40,0.859078591,259,-1,0.125015681,0.125015681,0.152567329,0,0,0,2.551914068,4.068965517,369,216,169,1798,692,360,240,506,5.355555556,45,17,4,6,10,0,5,5,1,2,13,5,2,83,66,11,156,/Users/kpolonsky/Downloads/TEST//MSAs//ERGIC1_TRUE.fas,683805.5,0.9941,0.035
TTC14,40,0.75862069,611,-1,0.136288152,0.136288152,0.097115045,0,0,0,2.073313477,3.995307612,899,542,478,3836,1732,491,466,1147,6.547008547,117,46,5,18,9,3,2,7,2,5,55,6,6,263,138,63,292,/Users/kpolonsky/Downloads/TEST//MSAs//TTC14_TRUE.fas,2096558,1.0005,0.0148
DCK,40,0.786941581,199,-1,0.136639295,0.136639295,0.121461927,0,0,0,2.119670722,3.494760479,291,207,164,1336,672,122,258,284,4.88,25,12,0,9,3,1,2,2,0,2,8,1,2,109,49,4,79,/Users/kpolonsky/Downloads/TEST//MSAs//DCK_TRUE.fas,751092.5,0.9989,0.0106
ZMYM2,40,0.829351536,827,-1,0.106850399,0.106850399,0.101304321,0,0,0,2.357816032,3.33370986,1465,996,905,6197,3043,1020,315,1819,4.876623377,154,55,9,29,29,2,6,18,0,1,52,9,14,536,258,65,405,/Users/kpolonsky/Downloads/TEST//MSAs//ZMYM2_TRUE.fas,4108532.5,0.9991,0.0158
SLC35F4,40,0.776447106,373,-1,0.16126861,0.16126861,0.152944281,0,0,0,2.327508667,2.747620726,501,330,277,2837,1448,483,305,601,6.361445783,83,24,2,12,18,0,2,4,0,1,37,5,1,127,85,53,167,/Users/kpolonsky/Downloads/TEST//MSAs//SLC35F4_TRUE.fas,1232868.5,0.9982,0.0215
CLYBL,40,0.740740741,293,-1,0.167376453,0.167376453,0.117540672,0,0.116906849,0,1.746387222,3.323713324,378,234,182,2079,1041,401,116,521,7.553191489,47,10,4,7,11,1,2,2,1,1,24,1,2,87,67,20,110,/Users/kpolonsky/Downloads/TEST//MSAs//CLYBL_TRUE.fas,784531,1.0028,0.0337
ALG14,40,0.728522337,245,-1,0.212669442,0.212669442,0.19961052,0,0.119246926,0,2.059358435,3.777537797,291,174,137,1389,517,314,90,468,5.75,48,11,3,1,6,4,0,8,1,1,23,0,0,67,56,13,88,/Users/kpolonsky/Downloads/TEST//MSAs//ALG14_TRUE.fas,585926.5,0.9975,0.0292
PAPOLG,40,0.822463768,511,-1,0.107786148,0.107786148,0.089695643,0,0,0,1.994464629,3.378331258,828,515,456,4015,1642,989,404,980,5.842696629,89,30,2,18,14,2,9,8,0,3,37,7,9,278,123,27,282,/Users/kpolonsky/Downloads/TEST//MSAs//PAPOLG_TRUE.fas,2045414,0.9987,0.0305
PLK2,40,0.827687776,420,-1,0.114814046,0.114814046,0.101735719,0,0,0,2.445570856,3.061484549,679,473,402,3139,1721,519,331,568,8.523809524,63,16,4,21,11,1,6,4,2,2,32,1,3,235,92,58,188,/Users/kpolonsky/Downloads/TEST//MSAs//PLK2_TRUE.fas,1804354.5,0.9993,0.0172
EPB41L4B,40,0.813659359,839,-1,0.14834871,0.14834871,0.149151387,0,0,0,2.119787732,3.72358218,1186,624,512,6577,2791,1147,746,1893,6.739361702,188,58,8,12,31,4,4,20,0,1,79,9,5,163,176,94,475,/Users/kpolonsky/Downloads/TEST//MSAs//EPB41L4B_TRUE.fas,2061612,0.9931,0.0458
NR6A1,40,0.843813387,324,-1,0.110538629,0.110538629,0.105704855,0,0,0,2.300624631,3.774555659,493,324,255,2138,1074,281,151,632,6,37,14,7,10,4,3,2,2,2,1,17,5,2,158,64,25,137,/Users/kpolonsky/Downloads/TEST//MSAs//NR6A1_TRUE.fas,1213511,1.0016,0.0299
FRA10AC1,40,0.673846154,247,-1,0.175196713,0.175196713,0.103313712,0,0.233172602,0,1.489590545,4.191469194,325,245,204,1055,528,236,53,238,3.769230769,39,16,4,6,8,0,2,4,2,0,11,2,1,126,54,22,74,/Users/kpolonsky/Downloads/TEST//MSAs//FRA10AC1_TRUE.fas,902687.5,0.9996,0.0121
EFHC1,40,0.725,647,-1,0.163684551,0.163684551,0.120881331,0,0.119246926,0,2.330925664,3.565637471,880,504,418,4761,2396,822,327,1216,4.932835821,134,43,9,15,27,1,4,15,0,0,49,6,0,195,137,39,269,/Users/kpolonsky/Downloads/TEST//MSAs//EFHC1_TRUE.fas,1682951.5,0.9998,0.0382
METAP1D,40,0.802228412,282,-1,0.114673918,0.114673918,0.087849848,0,0,0,1.809782368,2.922236504,359,264,221,1556,911,145,43,457,5.475,40,12,2,2,5,5,0,4,0,1,19,2,4,109,73,20,94,/Users/kpolonsky/Downloads/TEST//MSAs//METAP1D_TRUE.fas,1092090,0.9984,0.0132
CDCP1,40,0.775552486,960,-1,0.168652406,0.168652406,0.155247067,0,0,0,2.406270029,4.644196151,1448,582,453,8055,3215,1361,867,2612,8.84981685,273,66,8,6,40,6,2,23,4,3,144,15,3,88,138,93,713,/Users/kpolonsky/Downloads/TEST//MSAs//CDCP1_TRUE.fas,1494684.5,0.9917,0.0871
SGCE,40,0.845771144,419,-1,0.119895654,0.119895654,0.120396019,0,0,0,2.06389228,3.914872798,603,333,264,3066,1299,466,278,1023,6.3,90,25,2,6,13,3,3,11,1,1,41,5,1,118,88,21,196,/Users/kpolonsky/Downloads/TEST//MSAs//SGCE_TRUE.fas,1207074,1.0021,0.0457
ENOX1,40,0.884841363,538,-1,0.089890431,0.089890431,0.096414799,0,0,0,2.191865679,4.176388889,851,438,352,4320,1822,773,486,1239,6.796610169,118,35,3,9,16,1,4,13,0,2,54,4,4,154,137,55,304,/Users/kpolonsky/Downloads/TEST//MSAs//ENOX1_TRUE.fas,1593294,0.9963,0.0392
FAM189A2,40,0.774134791,424,-1,0.185609013,0.185609013,0.195346297,0,0,0,2.383155755,3.575156921,549,305,236,3027,1290,439,302,996,5.614583333,96,29,5,6,15,4,1,13,0,2,39,5,1,102,71,50,202,/Users/kpolonsky/Downloads/TEST//MSAs//FAM189A2_TRUE.fas,963261.5,0.9986,0.0495
GGH,40,0.708641975,334,-1,0.208871624,0.208871624,0.169634756,0,0.233172602,0,2.451783804,4.638176638,405,214,139,2106,846,182,302,776,8.835820896,67,10,3,5,13,4,1,4,3,2,40,5,4,74,35,15,164,/Users/kpolonsky/Downloads/TEST//MSAs//GGH_TRUE.fas,499512.5,0.9999,0.0727
CCDC77,40,0.756489493,596,-1,0.151477857,0.151477857,0.117317307,0,0,0,2.096814367,4.138128581,809,353,300,4713,1536,1070,732,1375,6.583333333,132,36,5,5,18,5,3,16,1,3,62,6,7,96,98,60,401,/Users/kpolonsky/Downloads/TEST//MSAs//CCDC77_TRUE.fas,1139029.5,0.9915,0.065
HAO1,40,0.766375546,359,-1,0.186113831,0.186113831,0.184267833,0,0,0,2.556199719,3.980648065,458,257,188,2222,795,531,217,679,5.746666667,75,29,1,1,6,0,1,12,0,0,28,2,0,88,62,23,153,/Users/kpolonsky/Downloads/TEST//MSAs//HAO1_TRUE.fas,876486.5,0.9953,0.0536
DDX20,40,0.735887097,723,-1,0.165244717,0.165244717,0.131518104,0,0.119246926,0,2.089079681,3.319761859,992,582,527,5207,2562,842,650,1153,6.026143791,153,55,8,16,22,5,3,10,1,3,66,10,2,200,181,80,359,/Users/kpolonsky/Downloads/TEST//MSAs//DDX20_TRUE.fas,2172008.5,0.9991,0.0311
PDE1C,40,0.82531894,687,-1,0.134495891,0.134495891,0.139369637,0,0,0,2.337311135,4.385639371,1019,526,434,4958,2223,686,357,1692,7.492957746,142,41,8,14,26,4,5,13,2,1,62,9,6,184,114,76,425,/Users/kpolonsky/Downloads/TEST//MSAs//PDE1C_TRUE.fas,1787967.5,0.9983,0.0296
IFT57,40,0.804347826,319,-1,0.12455132,0.12455132,0.111296178,0,0,0,2.303480346,3.209565217,460,297,261,2300,1040,438,280,542,4.381818182,55,20,0,8,7,1,2,6,1,4,22,2,2,136,88,27,149,/Users/kpolonsky/Downloads/TEST//MSAs//IFT57_TRUE.fas,1141874.5,0.996,0.0211
BACH1,40,0.775420629,852,-1,0.146472998,0.146472998,0.123112926,0,0,0,2.129684475,4.964596717,1367,544,457,7005,2739,1225,502,2539,8.133333333,270,71,11,8,49,0,1,21,3,2,129,19,6,118,165,94,684,/Users/kpolonsky/Downloads/TEST//MSAs//BACH1_TRUE.fas,1659788,0.9997,0.07
PLBD1,40,0.739517154,632,-1,0.175323976,0.175323976,0.147612201,0,0.116906849,0,2.448998179,3.686879586,787,394,304,4634,2034,969,376,1255,7.147058824,136,35,7,6,14,6,1,20,1,0,67,13,3,97,82,45,304,/Users/kpolonsky/Downloads/TEST//MSAs//PLBD1_TRUE.fas,1222413,0.9998,0.0426
MTERFD1,40,0.781102362,495,-1,0.122415517,0.122415517,0.088661958,0,0,0,1.844891428,4.192216981,635,305,256,3392,1341,551,342,1158,7.717391304,92,20,5,7,13,1,0,8,1,2,51,3,2,83,75,50,286,/Users/kpolonsky/Downloads/TEST//MSAs//MTERFD1_TRUE.fas,1035843,0.9961,0.0377
SEC24A,40,0.738592421,872,-1,0.15087751,0.15087751,0.108809401,0,0.116906849,0,1.997779516,3.409003831,1293,790,700,6264,3284,1032,583,1365,6.424657534,146,53,3,22,21,5,6,12,1,3,60,7,9,346,215,93,404,/Users/kpolonsky/Downloads/TEST//MSAs//SEC24A_TRUE.fas,3072074.5,0.9973,0.0238
ACPP,40,0.72133758,504,-1,0.203686131,0.203686131,0.176181292,0,0.202273002,0,2.122125733,4.643630573,628,291,231,3140,1252,587,322,979,8.939655172,116,33,5,4,17,3,1,10,0,0,56,11,1,43,71,59,242,/Users/kpolonsky/Downloads/TEST//MSAs//ACPP_TRUE.fas,817716.5,0.9946,0.0691
OPRK1,40,0.827160494,345,-1,0.142697406,0.142697406,0.159836127,0,0,0,2.530903094,3.540749796,486,286,231,2454,1021,571,194,668,5.534246575,73,26,2,7,12,1,3,5,1,0,30,3,6,118,66,34,172,/Users/kpolonsky/Downloads/TEST//MSAs//OPRK1_TRUE.fas,1020853,0.9922,0.0308
CRY1,40,0.781591264,397,-1,0.122987058,0.122987058,0.099729993,0,0,0,2.369491723,3.193173821,641,468,363,2842,1602,363,123,754,4.929577465,71,26,3,16,14,2,5,4,1,2,27,2,7,227,96,39,204,/Users/kpolonsky/Downloads/TEST//MSAs//CRY1_TRUE.fas,1828590.5,0.9997,0.0143
OBFC1,40,0.729824561,460,-1,0.160601705,0.160601705,0.106482875,0,0.121081034,0,1.697494286,4.924902586,570,255,165,2823,1027,372,220,1204,10.19512195,82,17,7,3,15,1,1,8,0,1,42,7,1,45,78,44,242,/Users/kpolonsky/Downloads/TEST//MSAs//OBFC1_TRUE.fas,781804,0.988,0.075
ORC3,40,0.697788698,650,-1,0.183279327,0.183279327,0.140444382,0,0.123611229,0,2.413220197,3.221616004,814,556,438,3849,1852,571,466,960,7.076923077,104,35,7,6,16,3,5,13,5,4,40,7,3,175,114,90,199,/Users/kpolonsky/Downloads/TEST//MSAs//ORC3_TRUE.fas,1937475,0.9989,0.0305
WDR36,40,0.806122449,634,-1,0.126669362,0.126669362,0.111587199,0,0,0,2.267250182,3.294974359,980,619,543,4875,2557,783,315,1220,7.131386861,137,35,3,21,23,4,4,23,1,1,56,4,7,252,171,82,309,/Users/kpolonsky/Downloads/TEST//MSAs//WDR36_TRUE.fas,2447327.5,0.9962,0.0308
ELAVL2,40,0.9,156,-1,0.050162961,0.050162961,0.043853136,0,0,0,1.724181951,4.809840426,350,277,242,752,128,268,79,277,3.454545455,22,13,0,1,4,0,2,1,0,2,4,0,4,212,41,2,68,/Users/kpolonsky/Downloads/TEST//MSAs//ELAVL2_TRUE.fas,1236712.5,0.9993,0.005
KIF5B,40,0.854938272,538,-1,0.09299014,0.09299014,0.089571886,0,0,0,2.304172393,3.596667548,972,654,605,3781,1683,756,382,960,4.9625,80,29,3,15,18,2,10,7,0,4,26,5,9,429,89,56,265,/Users/kpolonsky/Downloads/TEST//MSAs//KIF5B_TRUE.fas,2724885.5,0.9988,0.0098
PAN3,40,0.859916782,410,-1,0.102403863,0.102403863,0.107136822,0,0,0,2.08055716,3.321683068,721,501,457,2947,1456,503,340,648,4.289473684,76,38,8,17,11,2,5,3,0,3,24,4,5,300,86,45,211,/Users/kpolonsky/Downloads/TEST//MSAs//PAN3_TRUE.fas,2090920.5,0.9987,0.0148
GAREM,40,0.828306265,777,-1,0.118314181,0.118314181,0.11760182,0,0,0,2.241604085,4.80443647,1293,635,517,6131,2546,1050,322,2213,7.317073171,164,55,4,11,22,4,6,13,2,2,74,11,9,199,156,98,538,/Users/kpolonsky/Downloads/TEST//MSAs//GAREM_TRUE.fas,2093150.5,0.9989,0.0415
ARHGAP12,40,0.824411135,596,-1,0.122598253,0.122598253,0.125001664,0,0,0,2.635800005,3.608415842,934,611,538,4040,1969,627,383,1061,4.69047619,126,50,9,16,24,5,2,10,0,0,42,7,10,262,189,63,295,/Users/kpolonsky/Downloads/TEST//MSAs//ARHGAP12_TRUE.fas,2402380,0.999,0.0171
STRIP2,40,0.786476868,601,-1,0.142969425,0.142969425,0.133054646,0,0,0,2.338951608,3.410700027,843,566,494,3757,1782,706,277,992,5.660714286,112,44,5,14,19,3,3,6,0,2,43,10,5,215,160,83,219,/Users/kpolonsky/Downloads/TEST//MSAs//STRIP2_TRUE.fas,2122593,1.0003,0.0242
ATXN2,40,0.825108225,685,-1,0.125462164,0.125462164,0.123215709,0,0,0,2.435561059,3.310799498,1155,796,716,4778,2285,738,495,1260,4.136363636,132,54,6,23,29,2,4,10,0,1,39,2,13,419,197,62,272,/Users/kpolonsky/Downloads/TEST//MSAs//ATXN2_TRUE.fas,3226046,0.9992,0.0104
CACNB4,40,0.878632479,352,-1,0.103096085,0.103096085,0.114214607,0,0,0,2.199592522,3.279036827,585,373,335,2824,1549,433,169,673,5.35,60,21,4,18,7,3,4,10,1,0,22,4,5,192,72,32,199,/Users/kpolonsky/Downloads/TEST//MSAs//CACNB4_TRUE.fas,1532648.5,0.9964,0.0209
JAKMIP2,40,0.848484848,522,-1,0.10402334,0.10402334,0.09929712,0,0,0,2.082326785,3.451253482,825,567,463,3590,1837,646,211,896,5.226415094,106,38,2,14,24,1,4,8,3,1,36,3,5,248,166,60,225,/Users/kpolonsky/Downloads/TEST//MSAs//JAKMIP2_TRUE.fas,2223374.5,1.001,0.0122
STC1,40,0.789667897,207,-1,0.139042862,0.139042862,0.126278783,0,0,0,1.941260867,2.905349794,271,177,151,1458,681,297,115,365,5.413793103,29,10,1,5,3,1,1,3,1,0,13,3,0,86,33,16,90,/Users/kpolonsky/Downloads/TEST//MSAs//STC1_TRUE.fas,676126.5,0.9977,0.0172
WDR91,40,0.817537644,725,-1,0.136950324,0.136950324,0.14339058,0,0,0,2.408057782,4.184309864,1129,540,450,6093,2460,900,522,2211,6.660377358,159,52,10,13,11,3,2,20,2,3,76,9,9,166,127,62,544,/Users/kpolonsky/Downloads/TEST//MSAs//WDR91_TRUE.fas,1804144,0.9988,0.046
ASB11,40,0.791262136,321,-1,0.153303037,0.153303037,0.148291153,0,0,0,2.48332089,3.851885099,412,225,182,2228,1028,304,272,624,4.898550725,69,18,4,4,19,1,3,8,0,2,24,3,2,72,60,38,157,/Users/kpolonsky/Downloads/TEST//MSAs//ASB11_TRUE.fas,739515,1.0027,0.0309
TTC33,40,0.762857143,263,-1,0.154436789,0.154436789,0.129371803,0,0,0,1.797754149,4.097450425,350,188,153,1765,818,286,146,515,8.24137931,58,16,2,8,12,5,1,2,0,0,28,4,2,44,50,44,135,/Users/kpolonsky/Downloads/TEST//MSAs//TTC33_TRUE.fas,636776,1.0091,0.035
CLIP4,40,0.745647969,764,-1,0.189777019,0.189777019,0.180302766,0,0.116906849,0,2.219365469,4.134640044,1034,511,412,5459,2201,1133,464,1661,7.026737968,187,51,9,11,28,4,8,27,2,1,81,11,2,121,149,93,453,/Users/kpolonsky/Downloads/TEST//MSAs//CLIP4_TRUE.fas,1594597.5,0.9922,0.0429
RAB14,40,0.932926829,72,-1,0.036064993,0.036064993,0.026336735,0,0,0,1.270632769,1.791044776,164,147,135,536,320,141,40,35,3.1,10,3,1,4,3,0,2,1,0,1,3,0,0,117,15,1,14,/Users/kpolonsky/Downloads/TEST//MSAs//RAB14_TRUE.fas,681707,0.9994,0.0083
PTPRR,40,0.805681818,608,-1,0.11899743,0.11899743,0.104659734,0,0,0,2.295364852,3.856825256,880,478,409,4498,2192,739,305,1262,8.342105263,114,31,9,16,21,1,3,11,0,2,51,7,3,171,154,41,328,/Users/kpolonsky/Downloads/TEST//MSAs//PTPRR_TRUE.fas,1772026.5,0.9981,0.0286
CDC37L1,40,0.764011799,242,-1,0.099220282,0.099220282,0.052422011,0,0,0,1.624047607,3.207509881,339,235,201,1518,784,217,192,325,6.625,32,13,2,12,4,2,1,1,0,0,14,2,3,119,65,14,108,/Users/kpolonsky/Downloads/TEST//MSAs//CDC37L1_TRUE.fas,983723,0.9988,0.0098
C9orf91,40,0.661016949,454,-1,0.230290145,0.230290145,0.170644168,0,0.337776302,0,2.314762719,3.176536943,531,267,212,3546,1486,692,485,883,5.744,125,37,6,1,17,1,1,16,1,0,55,5,1,48,77,51,198,/Users/kpolonsky/Downloads/TEST//MSAs//C9orf91_TRUE.fas,785412.5,1.0025,0.093
GRHL2,40,0.871630295,546,-1,0.124932701,0.124932701,0.159483675,0,0,0,2.372722707,3.917355372,779,429,355,3872,1771,509,271,1321,5.475728155,103,29,4,11,21,3,2,12,0,0,41,4,8,179,107,60,298,/Users/kpolonsky/Downloads/TEST//MSAs//GRHL2_TRUE.fas,1576749.5,0.9996,0.0274
RAD54B,40,0.742509363,798,-1,0.162592827,0.162592827,0.133891962,0,0.116906849,0,2.111630843,3.486906267,1068,625,522,5537,2544,1139,360,1494,6.03125,160,49,4,10,31,5,7,15,2,2,65,9,3,202,169,83,369,/Users/kpolonsky/Downloads/TEST//MSAs//RAD54B_TRUE.fas,2218818.5,0.9986,0.0253
ZEB1,40,0.819123506,782,-1,0.1339948,0.1339948,0.13648009,0,0,0,2.355908457,3.087926902,1255,772,707,6676,3022,1595,500,1559,5.241758242,182,64,7,22,33,4,13,23,3,1,62,11,5,370,185,81,403,/Users/kpolonsky/Downloads/TEST//MSAs//ZEB1_TRUE.fas,3012828,1.0003,0.0333
KATNA1,40,0.800391389,345,-1,0.137079003,0.137079003,0.127442068,0,0,0,2.280360714,3.590668591,511,343,305,2079,1062,279,250,488,6.534482759,58,14,2,9,10,2,2,7,0,1,27,3,3,181,82,37,140,/Users/kpolonsky/Downloads/TEST//MSAs//KATNA1_TRUE.fas,1374302,0.9973,0.0136
TYRP1,40,0.779299848,479,-1,0.151547787,0.151547787,0.139722028,0,0,0,2.26934991,3.079224377,657,407,339,3610,1711,836,246,817,4.707070707,99,39,4,9,14,2,7,15,3,0,31,3,5,169,120,45,222,/Users/kpolonsky/Downloads/TEST//MSAs//TYRP1_TRUE.fas,1519182.5,0.9908,0.032
RRM2B,40,0.789333333,272,-1,0.143512587,0.143512587,0.13056796,0,0,0,2.017281756,3.602213162,375,241,200,1717,703,393,119,502,5.170731707,41,20,2,5,5,0,7,5,0,1,11,2,4,122,66,15,118,/Users/kpolonsky/Downloads/TEST//MSAs//RRM2B_TRUE.fas,904006.5,1.0008,0.0154
VCPIP1,40,0.828937453,742,-1,0.104350142,0.104350142,0.091907121,0,0,0,2.057086094,4.205700915,1327,862,789,4701,2493,506,329,1373,5.339130435,115,46,3,30,15,0,4,12,1,1,42,5,12,513,188,48,376,/Users/kpolonsky/Downloads/TEST//MSAs//VCPIP1_TRUE.fas,3718266.5,0.9998,0.0155
OSBPL6,40,0.862648221,599,-1,0.106068068,0.106068068,0.10917948,0,0,0,2.491578882,4.177072671,1012,652,578,3908,2049,582,239,1038,5.830188679,106,37,9,26,20,2,6,12,1,2,37,6,3,342,153,50,297,/Users/kpolonsky/Downloads/TEST//MSAs//OSBPL6_TRUE.fas,2539115,0.9976,0.0127
IL1RAP,40,0.774647887,525,-1,0.167663246,0.167663246,0.159124083,0,0,0,2.269828423,3.71180091,710,400,334,3737,1361,899,322,1155,6.675925926,108,29,7,4,24,7,1,9,0,1,46,9,2,110,93,70,237,/Users/kpolonsky/Downloads/TEST//MSAs//IL1RAP_TRUE.fas,1287583,0.9937,0.0469
TRIP12,40,0.850775194,1083,-1,0.101769343,0.101769343,0.102548763,0,0,0,2.235171064,3.719788983,2064,1362,1261,8151,3515,1380,734,2522,4.98974359,195,64,8,37,32,6,12,27,2,6,72,12,20,805,294,115,592,/Users/kpolonsky/Downloads/TEST//MSAs//TRIP12_TRUE.fas,5658963.5,0.9978,0.0132
ASH2L,40,0.827725437,515,-1,0.112308815,0.112308815,0.101675015,0,0,0,2.133843399,3.515763945,743,453,382,3711,1591,711,557,852,6.52,100,33,1,8,18,2,6,6,1,3,43,3,5,175,115,44,293,/Users/kpolonsky/Downloads/TEST//MSAs//ASH2L_TRUE.fas,1636487.5,0.9986,0.025
NR2C1,40,0.752808989,491,-1,0.1444711,0.1444711,0.111117446,0,0,0,1.843263865,3.963975155,712,435,356,3220,1263,628,311,1018,4.666666667,78,29,0,14,17,0,6,3,1,3,29,3,10,224,110,31,266,/Users/kpolonsky/Downloads/TEST//MSAs//NR2C1_TRUE.fas,1661484.5,0.9967,0.024
RRAGC,40,0.87012987,261,-1,0.0684826,0.0684826,0.049407727,0,0,0,1.409311158,2.93902439,385,274,228,1722,711,462,156,393,6,57,21,2,3,14,0,1,4,0,1,18,2,2,101,94,52,90,/Users/kpolonsky/Downloads/TEST//MSAs//RRAGC_TRUE.fas,1161112,0.9997,0.0191
TRPC3,40,0.8515625,692,-1,0.121152535,0.121152535,0.140580876,0,0,0,2.42789092,3.544069431,1024,592,522,5185,2229,1136,403,1417,5.652777778,144,54,12,11,23,4,8,6,2,2,61,14,7,215,137,84,385,/Users/kpolonsky/Downloads/TEST//MSAs//TRPC3_TRUE.fas,2240533.5,0.9974,0.0294
BEND4,40,0.856230032,457,-1,0.11284506,0.11284506,0.127025721,0,0,0,2.663822393,3.770975676,626,317,244,3659,1643,668,123,1225,6.817073171,82,19,3,8,18,1,3,4,0,0,41,5,7,93,81,35,270,/Users/kpolonsky/Downloads/TEST//MSAs//BEND4_TRUE.fas,1099310.5,0.996,0.0445
FAM160B1,40,0.785547786,634,-1,0.136468875,0.136468875,0.123542066,0,0,0,2.015476166,4.195221287,858,507,426,3683,1531,668,398,1086,6.379032258,124,39,9,11,17,5,1,11,2,3,57,5,5,172,120,75,269,/Users/kpolonsky/Downloads/TEST//MSAs//FAM160B1_TRUE.fas,1851552,0.9951,0.0266
PDGFD,40,0.787401575,370,-1,0.129414314,0.129414314,0.108781189,0,0,0,2.287519145,3.559971357,508,284,215,2793,1340,458,154,841,6.693333333,75,27,2,4,13,0,3,5,1,0,30,2,6,83,97,31,208,/Users/kpolonsky/Downloads/TEST//MSAs//PDGFD_TRUE.fas,1022668.5,1.0001,0.024
NUP85,40,0.793316832,566,-1,0.143701338,0.143701338,0.138412083,0,0,0,2.336687503,3.929358717,808,448,391,3992,1897,615,427,1053,6.658333333,120,34,6,5,27,1,1,9,3,2,50,5,7,127,153,52,318,/Users/kpolonsky/Downloads/TEST//MSAs//NUP85_TRUE.fas,1616594.5,0.9977,0.0375
BMPR2,40,0.829563813,708,-1,0.09489906,0.09489906,0.074299923,0,0,0,1.726418717,4.015845743,1238,776,656,5238,2366,888,431,1553,6.375,136,46,4,28,21,2,9,15,2,1,54,6,10,355,234,58,444,/Users/kpolonsky/Downloads/TEST//MSAs//BMPR2_TRUE.fas,3060421,0.9983,0.0211
DEPTOR,40,0.828828829,465,-1,0.123624803,0.123624803,0.128409279,0,0,0,2.325784199,4.583976261,666,323,252,3370,1435,425,451,1059,7.3125,112,29,5,11,17,2,3,12,1,2,54,6,2,105,84,43,317,/Users/kpolonsky/Downloads/TEST//MSAs//DEPTOR_TRUE.fas,1053066,0.9951,0.0422
CREM,40,0.773195876,355,-1,0.133727971,0.133727971,0.108022494,0,0,0,2.304895919,5.784883721,485,274,211,1720,671,151,118,780,9.346153846,52,14,3,4,9,2,1,4,0,2,25,4,3,108,58,36,201,/Users/kpolonsky/Downloads/TEST//MSAs//CREM_TRUE.fas,931953.5,1.0013,0.026
